Customer,State,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
SX20211,Oregon,No,Premium,College,1/22/2011,Employed,M,52548,Suburban,Married,101,10,1,0,5,Personal Auto,Personal L3,Offer2,Call Center,587.504777,Four-Door Car,Medsize
EK61334,California,No,Extended,Bachelor,2/22/2011,Unemployed,F,0,Urban,Married,95,22,17,0,1,Personal Auto,Personal L2,Offer3,Agent,429.657692,Four-Door Car,Medsize
QJ49871,Oregon,No,Basic,College,1/21/2011,Employed,M,26605,Suburban,Married,100,33,13,0,1,Personal Auto,Personal L1,Offer3,Call Center,933.330936,SUV,Medsize
OO65445,Oregon,No,Basic,Bachelor,1/27/2011,Unemployed,F,0,Urban,Married,67,25,32,0,1,Personal Auto,Personal L1,Offer1,Call Center,181.335364,Four-Door Car,Medsize
WP55297,Washington,No,Basic,Bachelor,1/10/2011,Unemployed,M,0,Suburban,Single,70,23,32,0,7,Personal Auto,Personal L1,Offer2,Branch,754.945216,Four-Door Car,Large
WY12393,Washington,No,Basic,High School or Below,1/23/2011,Employed,F,82667,Suburban,Single,64,5,65,1,2,Special Auto,Special L1,Offer1,Branch,307.2,Two-Door Car,Medsize
JF32940,Oregon,No,Extended,Bachelor,1/12/2011,Employed,F,31789,Rural,Married,130,11,65,0,2,Personal Auto,Personal L2,Offer2,Agent,316.418786,SUV,Small
WX84274,Oregon,No,Basic,Bachelor,2/13/2011,Unemployed,F,0,Suburban,Single,71,10,85,0,3,Corporate Auto,Corporate L3,Offer1,Agent,551.569883,Four-Door Car,Small
CW85845,California,No,Basic,High School or Below,1/8/2011,Employed,F,25151,Urban,Married,69,22,19,0,1,Corporate Auto,Corporate L2,Offer2,Agent,318.040989,Four-Door Car,Medsize
IO57824,Arizona,No,Extended,Bachelor,2/2/2011,Unemployed,M,0,Urban,Married,87,25,6,2,1,Personal Auto,Personal L2,Offer2,Web,414.190987,Four-Door Car,Medsize
AX86552,California,No,Extended,College,2/18/2011,Medical Leave,M,24053,Suburban,Divorced,87,33,53,1,7,Personal Auto,Personal L2,Offer2,Web,624.532492,Four-Door Car,Medsize
LM84078,Oregon,No,Basic,College,2/21/2011,Unemployed,M,0,Suburban,Single,117,5,3,0,2,Personal Auto,Personal L2,Offer3,Web,1373.258272,SUV,Medsize
GG87344,Oregon,No,Basic,College,1/4/2011,Employed,F,55407,Urban,Married,101,30,68,1,1,Personal Auto,Personal L3,Offer3,Agent,275.341953,SUV,Medsize
LA35379,Oregon,No,Basic,Master,1/8/2011,Employed,F,62461,Rural,Married,73,15,7,0,1,Personal Auto,Personal L1,Offer2,Agent,129.267408,Four-Door Car,Small
EZ43738,California,No,Basic,Bachelor,2/9/2011,Medical Leave,F,29406,Suburban,Married,68,33,79,0,6,Personal Auto,Personal L3,Offer1,Agent,326.4,Four-Door Car,Medsize
DF49110,Oregon,No,Basic,Doctor,1/12/2011,Employed,M,89420,Urban,Married,67,3,83,0,2,Personal Auto,Personal L1,Offer2,Call Center,212.455137,Four-Door Car,Medsize
IL32727,California,No,Extended,High School or Below,2/24/2011,Unemployed,F,0,Suburban,Married,121,7,69,0,1,Personal Auto,Personal L2,Offer1,Agent,644.269611,SUV,Medsize
QV55524,Washington,No,Extended,College,2/6/2011,Employed,M,52464,Suburban,Married,95,9,15,0,3,Personal Auto,Personal L2,Offer4,Agent,515.930856,Four-Door Car,Medsize
EB55390,Oregon,No,Basic,Master,2/12/2011,Employed,F,43731,Urban,Married,64,35,12,2,1,Special Auto,Special L3,Offer3,Web,162.461078,Four-Door Car,Medsize
KB54415,Arizona,No,Basic,High School or Below,1/30/2011,Disabled,M,13449,Suburban,Single,68,28,13,0,1,Personal Auto,Personal L2,Offer1,Agent,326.4,Four-Door Car,Large
PG14554,Arizona,No,Basic,Bachelor,2/26/2011,Unemployed,M,0,Suburban,Married,115,3,22,0,2,Personal Auto,Personal L2,Offer1,Call Center,552,SUV,Small
QI63521,Nevada,No,Basic,High School or Below,2/24/2011,Unemployed,M,0,Suburban,Single,187,14,32,0,2,Personal Auto,Personal L2,Offer1,Branch,897.6,Luxury SUV,Medsize
DC85335,Oregon,No,Basic,College,1/13/2011,Employed,M,49821,Suburban,Married,61,26,48,4,3,Personal Auto,Personal L2,Offer4,Web,333.308611,Four-Door Car,Small
SR26762,California,No,Basic,Bachelor,2/7/2011,Employed,F,34837,Rural,Married,63,32,27,0,2,Personal Auto,Personal L1,Offer1,Agent,72.828431,Four-Door Car,Medsize
UH86550,Oregon,No,Premium,College,1/17/2011,Employed,F,44222,Urban,Married,104,19,3,0,1,Personal Auto,Personal L2,Offer3,Branch,413.196371,Four-Door Car,Medsize
ON72594,California,No,Extended,Master,2/26/2011,Employed,F,58881,Urban,Married,97,8,51,0,2,Personal Auto,Personal L2,Offer4,Branch,354.885018,Four-Door Car,Medsize
LE28486,Oregon,No,Basic,College,2/5/2011,Employed,F,46210,Rural,Married,100,2,44,0,1,Personal Auto,Personal L3,Offer1,Agent,46.315771,SUV,Medsize
EJ86526,Oregon,No,Basic,Bachelor,1/15/2011,Employed,F,49480,Rural,Married,70,17,57,1,4,Corporate Auto,Corporate L2,Offer2,Web,72.686545,Four-Door Car,Medsize
DQ92905,Arizona,No,Basic,Bachelor,2/24/2011,Unemployed,M,0,Suburban,Single,65,16,3,0,2,Personal Auto,Personal L3,Offer1,Web,312,Four-Door Car,Medsize
JL25091,California,No,Premium,Bachelor,2/27/2011,Employed,M,79284,Rural,Single,117,9,59,1,1,Special Auto,Special L2,Offer3,Agent,156.452827,Four-Door Car,Medsize
HP42153,Washington,No,Basic,High School or Below,1/29/2011,Medical Leave,F,12928,Suburban,Single,64,12,74,0,1,Personal Auto,Personal L3,Offer1,Agent,307.2,Four-Door Car,Medsize
OQ27893,Oregon,No,Basic,High School or Below,1/10/2011,Employed,M,20510,Suburban,Married,74,32,63,0,1,Personal Auto,Personal L3,Offer2,Agent,355.2,Two-Door Car,Medsize
PB31909,California,No,Premium,College,1/19/2011,Unemployed,M,0,Suburban,Single,115,16,89,0,1,Corporate Auto,Corporate L2,Offer1,Agent,828,Four-Door Car,Medsize
AL43715,Nevada,No,Premium,Master,1/29/2011,Employed,M,67541,Rural,Married,104,10,45,0,6,Personal Auto,Personal L3,Offer4,Agent,203.886869,Four-Door Car,Medsize
YA70612,Oregon,No,Basic,Bachelor,2/14/2011,Employed,M,97924,Suburban,Married,74,4,26,0,2,Personal Auto,Personal L2,Offer1,Branch,355.2,Two-Door Car,Medsize
LO37570,Arizona,No,Extended,High School or Below,1/7/2011,Employed,M,40432,Suburban,Married,77,21,66,0,2,Personal Auto,Personal L3,Offer3,Agent,369.6,Four-Door Car,Medsize
XC83045,Nevada,No,Extended,Bachelor,2/9/2011,Disabled,M,16869,Suburban,Divorced,222,28,57,0,3,Personal Auto,Personal L2,Offer1,Call Center,1065.6,Luxury SUV,Small
NC47038,Arizona,No,Basic,High School or Below,1/10/2011,Employed,M,91171,Suburban,Married,110,3,64,0,8,Personal Auto,Personal L2,Offer2,Agent,771.39748,SUV,Medsize
DS31990,Oregon,No,Basic,High School or Below,1/12/2011,Unemployed,M,0,Rural,Married,71,12,55,0,3,Personal Auto,Personal L3,Offer2,Call Center,150.878447,Two-Door Car,Large
CR99369,Arizona,No,Basic,High School or Below,2/16/2011,Employed,M,34528,Urban,Married,69,22,0,2,7,Corporate Auto,Corporate L3,Offer1,Agent,183.602763,Four-Door Car,Large
RE68901,Washington,No,Basic,College,2/26/2011,Employed,F,20303,Suburban,Married,71,24,84,0,3,Corporate Auto,Corporate L3,Offer1,Branch,340.8,Four-Door Car,Small
VQ97965,Oregon,No,Extended,Bachelor,2/23/2011,Employed,F,73643,Rural,Single,89,2,2,0,1,Corporate Auto,Corporate L3,Offer2,Agent,147.486454,Four-Door Car,Medsize
ZK83518,California,Yes,Basic,College,2/11/2011,Retired,M,10621,Suburban,Single,67,28,22,0,5,Personal Auto,Personal L3,Offer1,Agent,321.6,Four-Door Car,Medsize
EJ77557,California,No,Extended,High School or Below,2/7/2011,Employed,M,76407,Suburban,Married,91,22,85,0,9,Personal Auto,Personal L2,Offer1,Agent,436.8,Four-Door Car,Medsize
QJ62033,Arizona,No,Basic,High School or Below,2/6/2011,Unemployed,M,0,Suburban,Single,71,20,4,0,1,Personal Auto,Personal L3,Offer2,Call Center,511.2,Four-Door Car,Medsize
OH23652,Oregon,No,Extended,Bachelor,2/6/2011,Medical Leave,F,26607,Suburban,Married,122,3,73,0,1,Personal Auto,Personal L2,Offer1,Agent,585.6,SUV,Medsize
NE51159,Oregon,No,Extended,College,1/24/2011,Employed,M,61783,Suburban,Married,94,17,20,0,6,Personal Auto,Personal L2,Offer2,Branch,658.125874,Four-Door Car,Small
GU56606,Nevada,No,Extended,Bachelor,1/5/2011,Employed,M,20283,Suburban,Divorced,77,7,17,0,3,Personal Auto,Personal L1,Offer2,Branch,369.6,Two-Door Car,Medsize
HR28499,California,No,Extended,Bachelor,1/1/2011,Employed,M,43578,Rural,Married,98,5,46,0,1,Personal Auto,Personal L1,Offer2,Agent,105.662175,Two-Door Car,Medsize
VK92827,California,No,Basic,Bachelor,1/26/2011,Employed,M,93606,Suburban,Divorced,67,23,44,0,3,Personal Auto,Personal L3,Offer2,Branch,321.6,Four-Door Car,Small
DZ85842,California,No,Basic,High School or Below,2/27/2011,Retired,M,17920,Suburban,Married,72,14,53,0,2,Personal Auto,Personal L1,Offer1,Branch,424.375364,Four-Door Car,Medsize
HX87528,California,No,Extended,College,1/28/2011,Employed,M,51800,Urban,Single,92,29,12,0,1,Personal Auto,Personal L2,Offer1,Agent,299.452532,Four-Door Car,Medsize
FJ57446,Oregon,No,Basic,College,1/4/2011,Employed,F,27694,Suburban,Single,108,3,3,0,7,Personal Auto,Personal L2,Offer3,Agent,741.850171,SUV,Small
GU91528,Oregon,Yes,Basic,High School or Below,2/3/2011,Disabled,F,11904,Suburban,Single,61,34,11,2,3,Personal Auto,Personal L1,Offer1,Web,292.8,Two-Door Car,Small
LR92373,Nevada,No,Basic,Bachelor,1/7/2011,Employed,F,53444,Urban,Divorced,72,10,67,1,1,Personal Auto,Personal L2,Offer1,Branch,315.703929,Four-Door Car,Medsize
LC90366,Nevada,Yes,Basic,Bachelor,2/24/2011,Retired,M,22828,Suburban,Married,106,11,54,0,2,Personal Auto,Personal L2,Offer1,Agent,508.8,SUV,Medsize
UI36597,Oregon,No,Extended,Bachelor,2/2/2011,Employed,M,50719,Suburban,Married,131,33,79,0,2,Personal Auto,Personal L2,Offer1,Call Center,870.626907,SUV,Small
MD33155,California,Yes,Basic,College,2/9/2011,Employed,M,46900,Suburban,Married,66,13,59,0,1,Corporate Auto,Corporate L3,Offer2,Web,316.8,Four-Door Car,Medsize
MB20764,Oregon,No,Premium,High School or Below,2/18/2011,Unemployed,M,0,Suburban,Single,252,31,10,0,3,Corporate Auto,Corporate L2,Offer4,Branch,1814.4,Luxury SUV,Medsize
JA76884,California,Yes,Premium,Master,1/26/2011,Employed,M,60880,Rural,Married,119,25,89,0,2,Personal Auto,Personal L2,Offer1,Agent,109.906628,Two-Door Car,Medsize
BQ32117,California,Yes,Basic,Doctor,1/14/2011,Employed,M,40870,Suburban,Married,105,3,56,0,2,Personal Auto,Personal L1,Offer1,Agent,504,SUV,Large
ZM45168,Oregon,No,Basic,College,2/14/2011,Disabled,M,14321,Suburban,Single,65,20,72,0,1,Personal Auto,Personal L2,Offer1,Branch,423.823547,Four-Door Car,Medsize
BE25221,Arizona,No,Extended,High School or Below,2/7/2011,Medical Leave,M,20072,Suburban,Married,82,35,51,0,9,Corporate Auto,Corporate L3,Offer1,Agent,473.266879,Four-Door Car,Medsize
II92123,Oregon,No,Extended,High School or Below,2/21/2011,Employed,M,77365,Rural,Divorced,79,4,35,0,2,Personal Auto,Personal L2,Offer2,Agent,2.823303,Two-Door Car,Medsize
PN35535,California,No,Basic,College,2/25/2011,Employed,F,98475,Suburban,Married,115,8,22,0,1,Personal Auto,Personal L1,Offer2,Web,552,SUV,Medsize
EI17022,Washington,Yes,Basic,Bachelor,2/5/2011,Retired,M,14973,Suburban,Divorced,115,2,75,0,2,Corporate Auto,Corporate L3,Offer1,Branch,828,SUV,Medsize
OH41318,Washington,No,Extended,Master,1/7/2011,Employed,M,83385,Suburban,Divorced,131,26,77,2,2,Personal Auto,Personal L3,Offer3,Web,704.337157,SUV,Medsize
ER52041,California,No,Extended,College,1/7/2011,Unemployed,M,0,Suburban,Single,90,19,91,0,1,Personal Auto,Personal L3,Offer1,Call Center,659.435886,Four-Door Car,Medsize
PY57181,Oregon,No,Extended,College,2/20/2011,Unemployed,M,0,Suburban,Married,86,9,83,1,2,Personal Auto,Personal L3,Offer2,Call Center,412.8,Four-Door Car,Medsize
CY12922,Arizona,No,Basic,College,1/31/2011,Unemployed,M,0,Suburban,Single,73,8,19,0,1,Personal Auto,Personal L2,Offer2,Web,525.6,Four-Door Car,Small
YV85096,Oregon,No,Basic,Bachelor,2/19/2011,Employed,F,98110,Urban,Married,65,3,77,0,8,Corporate Auto,Corporate L2,Offer1,Branch,176.287711,Four-Door Car,Medsize
DG34434,California,Yes,Basic,Bachelor,1/21/2011,Employed,F,28909,Suburban,Married,66,15,66,0,8,Corporate Auto,Corporate L2,Offer1,Agent,456.702735,Two-Door Car,Medsize
DL14445,California,No,Extended,College,2/21/2011,Unemployed,F,0,Suburban,Single,96,29,5,0,2,Personal Auto,Personal L2,Offer3,Branch,949.953253,Four-Door Car,Small
QL80621,Oregon,No,Basic,Bachelor,2/22/2011,Unemployed,F,0,Suburban,Divorced,62,6,2,0,1,Personal Auto,Personal L1,Offer1,Web,297.6,Four-Door Car,Medsize
NY57065,California,No,Basic,Bachelor,1/8/2011,Employed,M,42937,Urban,Married,71,14,9,0,1,Corporate Auto,Corporate L1,Offer1,Call Center,251.779842,Two-Door Car,Small
EO17010,California,No,Basic,Master,2/12/2011,Employed,M,30887,Urban,Married,119,15,18,0,1,Personal Auto,Personal L3,Offer3,Agent,444.167713,SUV,Large
LC47479,Oregon,No,Extended,College,1/11/2011,Employed,M,35442,Suburban,Married,239,10,20,0,2,Personal Auto,Personal L2,Offer3,Branch,1147.2,Luxury Car,Small
GB92679,Nevada,No,Premium,High School or Below,1/5/2011,Employed,F,95139,Rural,Married,103,25,27,0,6,Personal Auto,Personal L1,Offer1,Agent,34.023132,Four-Door Car,Medsize
VQ78876,Oregon,No,Basic,Bachelor,2/3/2011,Employed,F,89834,Rural,Married,116,24,11,0,1,Corporate Auto,Corporate L3,Offer1,Branch,43.15595,SUV,Medsize
YQ24856,California,No,Basic,Bachelor,1/23/2011,Unemployed,M,0,Suburban,Single,66,18,21,0,2,Corporate Auto,Corporate L2,Offer2,Web,478.509797,Two-Door Car,Medsize
XV11038,California,No,Extended,College,2/25/2011,Medical Leave,F,18814,Suburban,Single,122,20,94,0,3,Personal Auto,Personal L2,Offer2,Branch,585.6,Sports Car,Medsize
MG88768,California,No,Basic,College,2/4/2011,Employed,M,82733,Rural,Married,62,5,12,0,9,Corporate Auto,Corporate L3,Offer2,Branch,72.101019,Four-Door Car,Medsize
RN36393,California,Yes,Basic,High School or Below,1/19/2011,Medical Leave,F,28513,Suburban,Married,100,4,22,1,2,Personal Auto,Personal L2,Offer2,Call Center,480,SUV,Medsize
BU59722,Washington,No,Basic,High School or Below,1/9/2011,Unemployed,M,0,Suburban,Married,68,28,23,1,9,Personal Auto,Personal L2,Offer3,Web,326.4,Four-Door Car,Medsize
JD86991,Oregon,No,Basic,Bachelor,2/22/2011,Employed,M,67233,Urban,Married,63,10,26,0,3,Personal Auto,Personal L3,Offer3,Call Center,246.693624,Two-Door Car,Medsize
QM60216,Oregon,No,Extended,College,1/10/2011,Employed,M,58718,Suburban,Single,226,11,0,0,1,Personal Auto,Personal L3,Offer1,Agent,1084.8,Luxury Car,Medsize
NJ43658,California,No,Basic,Master,1/11/2011,Disabled,M,21724,Suburban,Married,198,4,51,0,2,Corporate Auto,Corporate L1,Offer1,Agent,1505.230405,Luxury SUV,Large
GL34504,California,No,Premium,High School or Below,1/19/2011,Employed,F,65103,Suburban,Married,115,29,41,4,3,Personal Auto,Personal L3,Offer2,Branch,552,Four-Door Car,Small
YX51934,California,No,Basic,High School or Below,2/22/2011,Employed,F,55071,Urban,Married,61,10,14,0,5,Personal Auto,Personal L2,Offer3,Call Center,231.516063,Four-Door Car,Medsize
FO83170,California,No,Basic,Doctor,2/3/2011,Employed,M,85817,Rural,Married,72,0,31,0,1,Personal Auto,Personal L1,Offer4,Agent,154.987759,Four-Door Car,Medsize
JW33458,California,No,Basic,Master,2/15/2011,Employed,F,92254,Urban,Married,70,7,94,0,7,Corporate Auto,Corporate L3,Offer3,Call Center,245.593225,Four-Door Car,Medsize
JP10227,California,Yes,Premium,College,1/1/2011,Employed,M,88340,Suburban,Married,102,16,1,0,2,Corporate Auto,Corporate L2,Offer1,Branch,489.6,Two-Door Car,Medsize
HX90683,California,Yes,Basic,College,1/20/2011,Employed,F,63860,Urban,Married,62,26,81,0,1,Personal Auto,Personal L2,Offer2,Agent,208.598246,Four-Door Car,Medsize
UC19334,California,No,Extended,High School or Below,1/9/2011,Medical Leave,F,26411,Suburban,Married,126,25,9,1,1,Corporate Auto,Corporate L3,Offer3,Agent,604.8,SUV,Medsize
ED61615,California,No,Basic,High School or Below,1/21/2011,Employed,M,26189,Suburban,Single,69,6,42,0,2,Personal Auto,Personal L2,Offer3,Agent,331.2,Four-Door Car,Small
CB78049,California,No,Extended,College,1/7/2011,Employed,M,66114,Rural,Single,92,12,6,4,1,Personal Auto,Personal L2,Offer4,Branch,178.842061,Four-Door Car,Medsize
OS70004,California,No,Premium,College,2/25/2011,Employed,M,49561,Suburban,Single,193,4,35,0,1,Personal Auto,Personal L3,Offer1,Branch,926.4,SUV,Medsize
SM67119,California,No,Basic,College,2/24/2011,Disabled,F,16139,Suburban,Married,62,19,69,0,2,Personal Auto,Personal L3,Offer1,Branch,297.6,Four-Door Car,Large
RO77709,California,No,Basic,High School or Below,1/26/2011,Employed,M,63775,Urban,Married,100,29,3,0,3,Corporate Auto,Corporate L1,Offer2,Call Center,462.753151,SUV,Small
QT27514,California,Yes,Basic,Bachelor,1/12/2011,Employed,F,25134,Suburban,Married,67,3,0,0,6,Personal Auto,Personal L3,Offer2,Call Center,321.6,Four-Door Car,Small
ZT53375,California,No,Basic,Bachelor,1/7/2011,Employed,M,87777,Urban,Single,68,16,1,0,7,Personal Auto,Personal L2,Offer1,Branch,257.708912,Two-Door Car,Medsize
LB35863,California,No,Basic,Bachelor,1/16/2011,Unemployed,F,0,Suburban,Single,103,1,51,0,3,Personal Auto,Personal L1,Offer2,Agent,494.4,SUV,Small
JL95389,California,No,Basic,Bachelor,1/2/2011,Employed,F,62922,Suburban,Married,194,26,80,0,7,Corporate Auto,Corporate L3,Offer1,Agent,1121.633645,Luxury Car,Medsize
MF30956,California,No,Basic,College,1/6/2011,Employed,M,83761,Rural,Married,112,16,70,0,8,Corporate Auto,Corporate L2,Offer1,Web,270.227547,SUV,Medsize
FD36230,California,No,Basic,High School or Below,2/13/2011,Employed,F,50801,Rural,Married,72,25,21,3,2,Personal Auto,Personal L2,Offer2,Agent,43.419028,Four-Door Car,Medsize
OE75629,California,No,Basic,College,1/29/2011,Employed,M,48675,Suburban,Divorced,71,26,62,1,1,Corporate Auto,Corporate L3,Offer1,Web,340.8,Four-Door Car,Medsize
VV97308,California,No,Basic,High School or Below,1/26/2011,Employed,M,55916,Suburban,Married,63,23,41,0,2,Personal Auto,Personal L2,Offer4,Agent,302.4,Four-Door Car,Medsize
LU17507,California,No,Basic,Bachelor,1/27/2011,Unemployed,F,0,Suburban,Married,180,11,65,0,2,Personal Auto,Personal L2,Offer2,Call Center,864,Luxury SUV,Medsize
TW11115,California,No,Basic,High School or Below,1/24/2011,Employed,F,30064,Urban,Married,65,20,23,0,1,Personal Auto,Personal L3,Offer1,Agent,296.852419,Two-Door Car,Large
ND42562,California,No,Extended,High School or Below,1/25/2011,Unemployed,M,0,Suburban,Single,127,29,25,0,4,Personal Auto,Personal L3,Offer2,Call Center,1176.285998,Sports Car,Large
FZ29605,California,No,Basic,College,2/21/2011,Unemployed,M,0,Suburban,Single,67,4,99,0,1,Corporate Auto,Corporate L1,Offer3,Web,482.4,Four-Door Car,Small
SC30127,California,No,Extended,Doctor,1/7/2011,Medical Leave,F,12081,Suburban,Divorced,82,18,18,0,2,Personal Auto,Personal L3,Offer3,Agent,548.064933,Two-Door Car,Medsize
HI26883,California,No,Extended,Bachelor,1/21/2011,Unemployed,M,0,Suburban,Single,95,11,23,0,5,Personal Auto,Personal L2,Offer1,Branch,684,Two-Door Car,Medsize
EW15755,California,No,Extended,Master,1/8/2011,Employed,F,62326,Rural,Married,122,8,53,0,8,Personal Auto,Personal L1,Offer1,Agent,96.00936,SUV,Medsize
GH48839,California,Yes,Basic,College,1/3/2011,Retired,M,25251,Suburban,Divorced,66,13,43,0,2,Corporate Auto,Corporate L3,Offer2,Web,316.8,Four-Door Car,Medsize
IX46908,California,No,Basic,College,2/28/2011,Medical Leave,F,21289,Suburban,Married,71,15,98,0,3,Corporate Auto,Corporate L2,Offer2,Branch,340.8,Four-Door Car,Large
OO89057,California,No,Extended,Master,2/17/2011,Employed,F,54054,Rural,Married,99,7,55,0,1,Personal Auto,Personal L2,Offer2,Branch,5.661684,Four-Door Car,Medsize
LX95134,California,No,Extended,College,2/1/2011,Employed,F,84814,Suburban,Married,90,25,60,0,1,Corporate Auto,Corporate L3,Offer4,Call Center,512.816507,Four-Door Car,Medsize
CX89767,California,No,Basic,High School or Below,1/17/2011,Employed,F,46097,Urban,Married,61,9,73,4,3,Personal Auto,Personal L2,Offer2,Call Center,197.074966,Four-Door Car,Large
DI45039,California,No,Basic,College,1/3/2011,Employed,F,58705,Rural,Married,69,19,95,0,1,Personal Auto,Personal L2,Offer4,Web,48.956424,Two-Door Car,Medsize
AI14767,California,No,Basic,High School or Below,2/19/2011,Employed,F,37455,Suburban,Married,114,13,57,0,2,Personal Auto,Personal L3,Offer4,Call Center,547.2,SUV,Small
OJ38536,California,No,Basic,Doctor,1/13/2011,Employed,F,62010,Suburban,Married,112,2,51,0,1,Personal Auto,Personal L3,Offer2,Agent,537.6,SUV,Medsize
TI90592,California,No,Extended,College,1/21/2011,Employed,M,61568,Urban,Married,93,3,36,0,3,Corporate Auto,Corporate L1,Offer1,Agent,240.818954,Four-Door Car,Medsize
UN63889,California,No,Basic,Bachelor,2/12/2011,Employed,M,90443,Urban,Divorced,66,11,15,0,1,Personal Auto,Personal L3,Offer3,Call Center,235.174197,Two-Door Car,Medsize
FZ94690,California,No,Extended,High School or Below,1/15/2011,Employed,M,24743,Suburban,Divorced,84,8,23,0,2,Personal Auto,Personal L2,Offer2,Branch,1008.03551,Four-Door Car,Small
TL60066,California,Yes,Basic,High School or Below,1/29/2011,Retired,F,22283,Suburban,Divorced,65,16,93,0,1,Personal Auto,Personal L1,Offer1,Branch,572.072106,Four-Door Car,Medsize
OL61964,California,No,Basic,Bachelor,2/16/2011,Employed,M,74627,Urban,Married,65,21,61,0,6,Corporate Auto,Corporate L3,Offer1,Agent,176.735323,Four-Door Car,Medsize
DN77617,California,No,Basic,College,1/18/2011,Employed,F,47306,Rural,Married,74,8,18,0,3,Corporate Auto,Corporate L2,Offer4,Branch,97.723235,Four-Door Car,Medsize
BV12771,California,No,Basic,College,2/27/2011,Unemployed,M,0,Suburban,Married,112,23,20,0,2,Personal Auto,Personal L2,Offer3,Branch,537.6,SUV,Medsize
NA14154,California,No,Basic,Bachelor,1/24/2011,Employed,M,59292,Urban,Married,64,14,92,0,4,Corporate Auto,Corporate L3,Offer2,Call Center,218.491318,Two-Door Car,Medsize
ZO54248,California,No,Extended,High School or Below,1/17/2011,Employed,F,23970,Rural,Married,77,13,19,0,1,Personal Auto,Personal L2,Offer2,Call Center,43.959921,Four-Door Car,Medsize
CW13886,California,No,Basic,College,1/26/2011,Employed,M,48428,Urban,Married,72,8,5,1,2,Personal Auto,Personal L2,Offer2,Call Center,223.728018,Four-Door Car,Medsize
TT63451,California,No,Basic,High School or Below,1/2/2011,Employed,F,44342,Suburban,Married,74,24,60,0,2,Personal Auto,Personal L3,Offer4,Branch,355.2,Four-Door Car,Medsize
OW54561,California,No,Basic,College,2/21/2011,Unemployed,M,0,Suburban,Single,103,30,13,2,1,Personal Auto,Personal L3,Offer3,Web,741.6,Sports Car,Small
EE34821,California,No,Basic,Bachelor,2/17/2011,Unemployed,F,0,Suburban,Single,74,6,92,0,2,Corporate Auto,Corporate L1,Offer1,Web,355.2,Two-Door Car,Large
ZB85648,California,No,Extended,College,1/22/2011,Employed,F,67117,Urban,Single,85,10,38,0,2,Personal Auto,Personal L3,Offer4,Web,329.423177,Two-Door Car,Medsize
IE57921,California,Yes,Extended,Bachelor,1/10/2011,Medical Leave,F,13037,Suburban,Married,124,28,49,0,1,Personal Auto,Personal L2,Offer2,Agent,839.348464,SUV,Small
OY47486,California,No,Basic,College,2/25/2011,Employed,M,71960,Rural,Single,67,12,40,0,9,Personal Auto,Personal L1,Offer2,Call Center,151.495249,Two-Door Car,Medsize
LV51815,California,No,Basic,High School or Below,2/11/2011,Employed,F,73137,Urban,Married,74,14,45,1,1,Corporate Auto,Corporate L3,Offer1,Branch,227.797105,Four-Door Car,Medsize
VU99672,California,No,Extended,College,2/4/2011,Unemployed,M,0,Urban,Married,96,10,77,0,1,Corporate Auto,Corporate L2,Offer1,Branch,446.122702,Four-Door Car,Large
SN69015,California,No,Extended,College,1/4/2011,Employed,M,23797,Suburban,Married,81,10,57,0,3,Personal Auto,Personal L2,Offer2,Web,388.8,Four-Door Car,Medsize
UO54843,California,No,Basic,Bachelor,2/13/2011,Employed,M,70286,Rural,Married,67,16,66,0,3,Corporate Auto,Corporate L3,Offer2,Web,130.143497,Four-Door Car,Medsize
ES34753,California,No,Extended,Master,1/25/2011,Disabled,F,12904,Suburban,Married,132,17,31,0,1,Personal Auto,Personal L2,Offer1,Agent,633.6,SUV,Medsize
KE91683,California,No,Basic,High School or Below,2/2/2011,Employed,F,42045,Rural,Married,103,7,12,0,3,Personal Auto,Personal L2,Offer1,Agent,40.839965,SUV,Medsize
YU23754,California,No,Basic,Master,1/16/2011,Employed,F,24948,Urban,Married,65,3,51,0,4,Personal Auto,Personal L3,Offer2,Branch,280.352767,Four-Door Car,Medsize
AS77287,California,No,Basic,College,1/3/2011,Disabled,M,25452,Suburban,Single,107,20,60,0,3,Personal Auto,Personal L3,Offer1,Agent,954.688499,Sports Car,Medsize
PD36660,California,No,Basic,High School or Below,1/14/2011,Employed,F,95850,Urban,Married,109,3,16,0,3,Corporate Auto,Corporate L1,Offer1,Agent,328.502498,Sports Car,Medsize
BQ20851,California,No,Basic,Master,2/23/2011,Employed,M,73556,Urban,Divorced,104,31,4,0,9,Personal Auto,Personal L3,Offer1,Agent,497.684017,SUV,Medsize
PW91494,California,No,Basic,High School or Below,2/18/2011,Unemployed,F,0,Suburban,Married,64,25,96,1,2,Personal Auto,Personal L2,Offer2,Branch,307.2,Two-Door Car,Medsize
NZ83890,California,No,Basic,High School or Below,2/4/2011,Unemployed,F,0,Rural,Married,69,17,76,0,7,Personal Auto,Personal L1,Offer3,Branch,93.697638,Two-Door Car,Medsize
